#Name,Association,Age (Myr),P (d), Rp (R_Earth),Rp_err (R_Earth),sma (AU),sma_err (AU),Iflux (Earth flux),Iflux_err (Earth flux),Mstar,Mstar_err,Rstar,Rstar_err,Teff,Teff_err
Kepler-1365 c,,,4.77468,0.779083,0.120703,0.055497,0.00074,357.471875,104.78945,1.0,0.04,1.05,0.15,5770.0,88.36
Kepler-1441 b,,,39.441984,1.283841,0.21946,0.226783,0.004536,19.851117,6.618506,1.0,0.06,1.0,0.16,5802.0,150.6
Kepler-1451 b,,,35.622233,3.280927,0.647407,0.211894,0.004944,21.980637,8.31083,1.0,0.07,0.99,0.18,5782.0,186.17
Kepler-1462 b,,,65.648834,3.741793,0.801029,0.31851,0.007432,9.748389,4.23437,1.0,0.07,1.0,0.21,5756.0,206.5
Kepler-1491 b,,,16.586176,1.481355,0.340163,0.127292,0.002122,58.664196,26.374473,1.0,0.05,0.99,0.22,5728.0,115.34
Kepler-1500 b,,,15.03301,1.174111,0.21946,0.119216,0.002782,73.988208,27.560848,1.0,0.07,1.0,0.18,5845.0,140.57
Kepler-1509 b,,,25.43382,1.810545,0.362109,0.16927,0.002821,34.396851,11.299329,1.0,0.05,0.99,0.16,5780.0,80.25
Kepler-1563 b,,,3.432766,0.735191,0.120703,0.044538,0.000742,491.693461,153.746696,1.0,0.05,0.99,0.15,5765.0,106.69
Kepler-1619 b,,,23.622591,0.746164,0.142649,0.161135,0.003223,40.694241,15.752409,1.0,0.07,1.0,0.19,5852.0,90.66
Kepler-1623 b,,,4.361283,1.283841,0.307244,0.052245,0.001219,366.357648,173.093178,1.0,0.07,1.0,0.23,5772.0,187.15
Kepler-407 b,,,0.66931,1.042435,0.021946,0.014976,0.0003,3684.787786,568.64222,1.0,0.06,1.01,0.07,5476.0,75.0
Kepler-447 b,,,7.794301,18.10545,6.47407,0.0769,0.0079,152.918146,60.978586,1.0,0.21,1.05,0.19,5493.0,62.0
Kepler-511 b,,,296.637865,6.221691,1.371625,0.87054,0.017411,1.897504,1.017178,1.0,0.06,1.2,0.32,5770.0,56.66
Kepler-556 b,,,11.722922,2.1946,0.197514,0.101002,0.00101,92.074131,15.588239,1.0,0.04,0.98,0.08,5740.0,57.53
Kepler-581 b,,,40.606982,2.578655,0.54865,0.231227,0.006166,18.703522,8.330919,1.0,0.08,1.0,0.21,5772.0,199.71
Kepler-608 b,,,6.412515,3.566225,0.702272,0.067555,0.002027,231.055273,99.299393,1.0,0.09,1.01,0.2,5820.0,226.58
Kepler-628 b,,,15.458057,8.218777,1.591085,0.121453,0.002024,107.198061,42.174054,1.0,0.05,1.28,0.25,5721.0,51.36
Kepler-643 b,,,16.338896,9.941538,0.340163,0.126024,0.002941,209.029736,18.186367,1.0,0.07,2.52,0.08,4908.0,47.77
Kepler-677 b,,,6.575317,5.26704,1.141192,0.068693,0.001145,200.737661,85.967861,1.0,0.05,0.99,0.21,5723.0,87.95
Kepler-784 b,,,31.592265,1.547193,0.32919,0.195595,0.004564,42.528811,18.288708,1.0,0.07,1.32,0.28,5674.0,83.91
Kepler-864 b,,,5.833761,2.348222,0.614488,0.063426,0.001057,245.489915,128.413484,1.0,0.05,1.0,0.26,5754.0,66.12
Kepler-884 b,,,5.699195,1.20703,0.043892,0.062447,0.000624,217.765129,17.438076,1.0,0.03,0.94,0.03,5715.0,62.9
Kepler-893 b,,,6.338558,2.96271,0.504758,0.067034,0.001117,225.455482,74.843151,1.0,0.06,0.99,0.16,5820.0,98.79
Kepler-952 b,,,130.354692,7.483586,1.613031,0.503179,0.010064,3.759578,1.618403,1.0,0.06,0.99,0.21,5730.0,100.17
Kepler-96 b,,,16.2385,2.611574,0.21946,0.125507,0.00251,62.374526,11.731621,1.0,0.06,1.02,0.09,5690.0,73.0
WASP-129 b,,,5.748145,10.20489,0.32919,0.0628,0.0007,224.216975,18.851123,1.0,0.03,0.9,0.02,5900.0,100.0
WASP-64 b,,,1.573292,13.946683,0.427947,0.02648,0.00024,1227.567886,116.583666,1.0,0.03,1.06,0.03,5400.0,100.0
CoRoT-28 b,,,5.20851,10.479215,0.724218,0.0603,0.005,552.241458,122.00729,1.01,0.14,1.78,0.11,5150.0,100.0
HAT-P-25 b,,,3.652815,12.454355,0.526704,0.0466,0.00081,325.791769,30.313878,1.01,0.05,0.92,0.03,5519.0,78.0
HAT-P-55 b,,,3.585247,12.970086,0.603515,0.04604,0.00056,493.370591,44.270132,1.01,0.04,1.01,0.04,5808.0,50.0
K2-12 b,,,8.28212,2.282384,0.570596,0.0802,0.0021,161.696528,87.066167,1.01,0.06,1.01,0.27,5800.0,90.0
K2-193 b,,,14.786889,3.862496,0.120703,0.1184,0.0021,70.670752,9.203273,1.01,0.05,0.98,0.02,5817.0,173.0
K2-204 b,,,7.055784,2.984656,0.427947,0.07224,0.000715,263.687637,72.282131,1.01,0.03,1.18,0.16,5755.0,50.0
K2-221 b,,,2.399094,1.64595,0.164595,0.035192,0.000232,700.849148,64.5769,1.01,0.02,0.95,0.04,5716.0,50.0
K2-231 b,,,13.841901,2.446979,0.197514,0.113208,0.001121,66.736888,5.000526,1.01,0.03,0.95,0.03,5695.0,50.0
KIC 10525077 b,,,854.083,5.387743,0.87784,1.767713,0.070008,0.404826,0.096723,1.01,0.12,1.01,0.1,6091.0,213.0
KOI-3680 b,,,141.241671,10.86327,0.76811,0.534,0.03,3.36379,0.445979,1.01,0.16,0.96,0.06,5830.0,100.0
Kepler-1068 b,,,16.923441,3.555252,0.866867,0.129441,0.00299,62.331003,31.442629,1.01,0.07,1.01,0.25,5806.0,169.98
Kepler-1091 b,,,1.434742,1.42649,0.351136,0.02498,0.000989,1795.152777,950.303583,1.01,0.12,1.03,0.25,5851.0,286.31
Kepler-1099 b,,,2.168453,2.765196,0.493785,0.032899,0.000543,966.266693,279.285013,1.01,0.06,1.0,0.14,5837.0,92.89
Kepler-1141 b,,,2.344512,0.801029,0.120703,0.034656,0.000343,965.865592,274.260511,1.01,0.04,1.07,0.15,5791.0,65.12
Kepler-1176 b,,,24.173858,2.403087,0.614488,0.164176,0.00596,40.561876,22.141537,1.01,0.11,1.02,0.26,5844.0,268.56
Kepler-1231 b,,,10.417252,1.393571,0.296271,0.093666,0.001855,114.457453,46.445059,1.01,0.06,1.0,0.2,5778.0,107.4
Kepler-1303 b,,,7.561272,1.393571,0.340163,0.07565,0.001248,174.615426,84.650847,1.01,0.05,1.0,0.24,5771.0,110.62
Kepler-1419 b,,,42.52159,2.798115,0.647407,0.239231,0.004737,18.122374,8.406562,1.01,0.07,1.01,0.23,5796.0,157.22
Kepler-1457 b,,,51.111024,1.953194,0.307244,0.270451,0.006248,14.87749,4.684035,1.01,0.07,1.01,0.15,5866.0,137.28
Kepler-1466 b,,,31.175045,1.514274,0.263352,0.194513,0.004494,29.695207,10.410544,1.01,0.07,1.02,0.17,5884.0,144.58
Kepler-1573 b,,,2.615755,1.174111,0.230433,0.03728,0.000615,737.646696,270.064901,1.01,0.05,1.0,0.18,5808.0,98.49
Kepler-1629 b,,,3.875958,0.757137,0.142649,0.048454,0.0008,435.696633,165.84372,1.01,0.05,1.01,0.19,5776.0,74.65
Kepler-1636 b,,,425.47785,3.160224,0.746164,1.110869,0.02933,0.857793,0.402552,1.01,0.08,1.02,0.23,5797.0,171.84
Kepler-1654 b,,,1047.8356,8.986887,0.208487,2.026,0.037,0.299917,0.027698,1.01,0.06,1.18,0.03,5597.0,95.0
Kepler-424 b,,,3.311864,9.76597,0.87784,0.044,0.005,365.439624,97.696969,1.01,0.05,0.94,0.06,5460.0,81.0
Kepler-481 b,,,10.060826,2.446979,0.362109,0.091517,0.001208,144.829559,43.318952,1.01,0.04,1.09,0.16,5802.0,73.64
Kepler-528 b,,,19.782974,2.040978,0.285298,0.143639,0.001896,55.791547,16.28586,1.01,0.04,1.06,0.15,5807.0,96.43
Kepler-588 b,,,4.221625,2.578655,0.493785,0.051294,0.000846,396.943474,152.733754,1.01,0.07,1.0,0.19,5835.0,83.13
Kepler-603 b,,,21.053586,2.589628,0.581569,0.149725,0.002965,46.650097,21.522056,1.01,0.06,1.01,0.23,5808.0,142.55
Kepler-603 c,,,127.907577,6.36434,1.448436,0.498512,0.009872,4.20816,1.941438,1.01,0.06,1.01,0.23,5808.0,142.55
Kepler-603 d,,,6.217129,1.294814,0.241406,0.066395,0.001315,237.22883,109.445691,1.01,0.06,1.01,0.23,5808.0,142.55
Kepler-611 b,,,2.437033,1.613031,0.493785,0.035562,0.000587,800.492208,383.05192,1.01,0.05,1.01,0.24,5761.0,69.42
Kepler-626 b,,,14.485852,2.238492,0.274325,0.116692,0.001926,83.289958,19.972723,1.01,0.05,1.05,0.12,5813.0,94.62
Kepler-640 b,,,22.24814,2.501844,0.21946,0.155337,0.001538,33.691333,2.837626,1.01,0.03,0.94,0.03,5653.0,72.44
Kepler-657 b,,,24.543504,3.445522,0.680326,0.165845,0.003284,38.022316,15.310459,1.01,0.06,1.01,0.2,5808.0,121.47
Kepler-664 b,,,2.525593,2.600601,0.669353,0.036418,0.000721,774.699647,398.110803,1.01,0.06,1.02,0.26,5754.0,86.08
Kepler-780 b,,,0.677375,0.866867,0.087784,0.015146,0.00015,4525.865277,913.281077,1.01,0.03,1.02,0.1,5769.0,62.55
Kepler-789 b,,,8.638477,2.073897,0.406001,0.082674,0.002456,162.820082,68.454165,1.01,0.09,1.02,0.2,5870.0,204.63
Kepler-804 b,,,14.374574,1.898329,0.230433,0.116094,0.001533,84.382627,21.69676,1.01,0.04,1.05,0.13,5817.0,93.12
Kepler-804 c,,,9.65185,1.119246,0.197514,0.08902,0.001175,143.515531,36.901222,1.01,0.04,1.05,0.13,5817.0,93.12
Kepler-811 b,,,23.584477,2.644493,0.669353,0.161496,0.002665,57.939931,24.511053,1.01,0.05,1.24,0.26,5747.0,64.53
Kepler-848 b,,,6.911344,1.667896,0.307244,0.07125,0.000941,268.818317,82.039643,1.01,0.04,1.2,0.18,5695.0,79.05
Kepler-870 b,,,21.358762,2.721304,0.493785,0.151169,0.003492,48.269331,17.783645,1.01,0.07,1.02,0.18,5857.0,150.97
Kepler-926 b,,,52.06886,2.260438,0.559623,0.273819,0.005422,13.928946,6.984307,1.01,0.06,1.01,0.25,5806.0,125.66
Kepler-929 b,,,0.921032,1.086327,0.263352,0.018589,0.000736,3218.314973,1662.691305,1.01,0.12,1.02,0.24,5869.0,290.44
HAT-P-28 b,,,3.257215,13.299276,1.239949,0.0434,0.0007,602.412486,107.483796,1.02,0.05,1.1,0.09,5680.0,90.0
K2-167 b,,,9.977481,2.765196,0.504758,0.09131,0.003581,440.881484,144.719547,1.02,0.12,1.83,0.29,5908.0,50.0
K2-186 b,,,41.474219,3.105359,0.263352,0.236061,0.001543,17.37854,2.909132,1.02,0.03,0.98,0.08,5784.0,50.0
K2-219 b,,,3.901287,1.31676,0.197514,0.048825,0.000479,586.245917,159.372991,1.02,0.03,1.19,0.16,5753.0,50.0
K2-219 c,,,6.66767,1.404544,0.208487,0.069794,0.000684,286.89627,77.993749,1.02,0.03,1.19,0.16,5753.0,50.0
K2-219 d,,,11.137278,2.52379,0.351136,0.098256,0.000963,144.761014,39.353785,1.02,0.03,1.19,0.16,5753.0,50.0
K2-277 b,,,6.326763,2.030005,0.120703,0.0675,0.0006,202.106751,12.889875,1.02,0.03,0.97,0.02,5741.0,65.0
Kepler-1077 b,,,34.351187,2.710331,0.680326,0.208193,0.004082,24.743504,11.329301,1.02,0.06,1.02,0.23,5816.0,113.54
Kepler-1149 b,,,3.730899,1.404544,0.252379,0.047393,0.001084,473.672618,174.424091,1.02,0.07,1.01,0.18,5833.0,177.03
Kepler-1226 b,,,17.292345,1.415517,0.252379,0.131747,0.003444,66.463165,24.621174,1.02,0.08,1.02,0.18,5923.0,147.56
Kepler-131 b,,,16.092,2.359195,0.197514,0.125577,0.002462,63.309455,12.967264,1.02,0.06,1.03,0.1,5685.0,74.0
Kepler-131 c,,,25.5169,0.822975,0.065838,0.170761,0.003348,34.238237,7.012795,1.02,0.06,1.03,0.1,5685.0,74.0
Kepler-1327 b,,,14.888011,1.766653,0.570596,0.119233,0.002728,80.642446,39.829655,1.02,0.07,1.03,0.25,5885.0,121.67
Kepler-1386 b,,,6.739724,1.218003,0.373082,0.070296,0.001378,208.944862,126.46619,1.02,0.06,1.03,0.31,5733.0,88.0
Kepler-1417 b,,,20.350521,0.976597,0.197514,0.146855,0.00288,50.521062,20.174132,1.02,0.06,1.02,0.2,5839.0,137.75
Kepler-1424 b,,,29.609174,1.130219,0.153622,0.188563,0.003081,33.698285,9.151723,1.02,0.05,1.07,0.14,5838.0,94.69
Kepler-1426 b,,,14.256323,1.525247,0.318217,0.115836,0.002271,80.757233,33.709503,1.02,0.06,1.02,0.21,5831.0,107.42
Kepler-1464 b,,,31.77859,1.624004,0.285298,0.197664,0.003876,27.136908,9.431321,1.02,0.06,1.01,0.17,5828.0,169.63
Kepler-1464 c,,,5.327863,0.976597,0.21946,0.0601,0.001178,293.541252,102.019054,1.02,0.06,1.01,0.17,5828.0,169.63
Kepler-15 b,,,4.942782,10.53408,0.76811,0.05714,0.00093,250.188126,38.294512,1.02,0.05,0.99,0.07,5515.0,130.0
Kepler-1560 b,,,3.031957,0.866867,0.175568,0.041272,0.000809,629.198046,251.974779,1.02,0.06,1.02,0.2,5815.0,136.29
Kepler-1562 b,,,64.273775,3.478441,0.976597,0.316126,0.006199,10.940632,6.077689,1.02,0.06,1.05,0.29,5760.0,73.97
Kepler-1645 b,,,16.177956,1.744707,0.416974,0.126024,0.002471,67.342646,32.281035,1.02,0.06,1.02,0.24,5812.0,151.42
Kepler-500 b,,,8.508324,2.52379,0.241406,0.082111,0.001073,161.871094,33.64179,1.02,0.04,1.03,0.1,5813.0,100.75
Kepler-513 b,,,28.862356,2.150708,0.307244,0.185378,0.002423,34.475835,9.906281,1.02,0.04,1.06,0.15,5849.0,61.71
Kepler-540 b,,,172.704978,2.655466,0.373082,0.611,0.01198,3.518517,1.003773,1.02,0.06,1.08,0.15,5946.0,77.07
Kepler-604 b,,,25.855018,2.534763,0.482812,0.172267,0.004504,38.763958,15.156282,1.02,0.08,1.03,0.19,5890.0,174.4
Kepler-630 b,,,161.474394,3.116332,0.32919,0.584216,0.007637,3.296023,0.736285,1.02,0.04,1.04,0.11,5829.0,98.87
Kepler-641 b,,,9.489616,1.810545,0.307244,0.088309,0.001443,157.145239,53.847441,1.02,0.05,1.13,0.19,5713.0,83.52
Kepler-653 b,,,14.70749,1.909302,0.285298,0.118267,0.001932,93.942285,27.260608,1.02,0.05,1.19,0.17,5665.0,60.88
Kepler-653 c,,,0.900376,0.76811,0.131676,0.01837,0.0003,3893.561183,1129.851662,1.02,0.05,1.19,0.17,5665.0,60.88
Kepler-843 b,,,2.05388,2.534763,0.592542,0.031834,0.000624,1089.601212,515.809071,1.02,0.06,1.03,0.24,5830.0,143.16
Kepler-879 b,,,33.385594,2.512817,0.647407,0.204273,0.004005,25.280638,11.078003,1.02,0.06,1.02,0.22,5792.0,120.23
Kepler-9 b,,,19.23891,8.12002,0.526704,0.143,0.007,45.130716,5.15531,1.02,0.04,0.96,0.02,5774.0,60.0
Kepler-9 c,,,38.9853,7.911533,0.526704,0.227,0.012,17.909876,2.167168,1.02,0.04,0.96,0.02,5774.0,60.0
Kepler-9 d,,,1.592851,1.602058,0.186541,0.0273,0.00043,1238.280405,82.236727,1.02,0.04,0.96,0.02,5774.0,60.0
Kepler-950 b,,,98.718041,8.789373,1.525247,0.420826,0.009627,6.228615,2.152872,1.02,0.07,1.02,0.17,5857.0,163.53
Kepler-966 b,,,99.747622,4.038064,1.141192,0.423747,0.009694,6.07203,3.143734,1.02,0.07,1.02,0.26,5840.0,184.03
NGTS-3 A b,,,1.675373,16.24004,4.06001,0.023,0.007,1448.628561,1146.745339,1.02,0.09,0.93,0.23,5600.0,150.0
WASP-119 b,,,2.49979,15.3622,2.1946,0.0363,0.0007,1003.316013,185.755413,1.02,0.06,1.2,0.1,5650.0,100.0
WASP-28 b,,,3.40883,13.310249,0.460866,0.04469,0.00076,766.703525,85.645385,1.02,0.05,1.09,0.03,6150.0,140.0
HAT-P-36 b,,,1.327347,14.012521,0.21946,0.0241,0.00047,1673.680538,86.993929,1.03,0.03,1.04,0.01,5620.0,40.0
HAT-P-40 b,,,4.45724,16.67896,1.86541,0.053534,0.00693,1616.803828,566.567852,1.03,0.4,1.94,0.22,6080.0,100.0
HATS-29 b,,,4.605875,13.727223,0.669353,0.05475,0.00088,355.652818,39.993724,1.03,0.05,1.07,0.04,5670.0,110.0
HATS-57 b,,,2.350621,12.498247,0.307244,0.03493,0.0003,663.062842,18.323191,1.03,0.03,0.96,0.01,5587.0,19.0
Kepler-1052 b,,,34.853828,2.863953,0.526704,0.210904,0.00546,25.826919,10.025393,1.03,0.08,1.03,0.19,5888.0,173.26
Kepler-1082 b,,,1.543207,1.0973,0.175568,0.026396,0.000513,2068.261501,667.627801,1.03,0.06,1.14,0.18,5923.0,80.65
Kepler-1131 b,,,3.532324,1.558166,0.351136,0.045845,0.00089,543.376091,243.23561,1.03,0.06,1.04,0.23,5851.0,114.89
Kepler-1155 b,,,33.469743,1.986113,0.43892,0.205282,0.00465,26.418718,11.540949,1.03,0.07,1.03,0.22,5842.0,141.61
Kepler-1202 b,,,28.685132,2.874926,0.888813,0.18522,0.003597,32.90416,14.098387,1.03,0.06,1.04,0.22,5834.0,131.48
Kepler-1204 b,,,85.735028,2.984656,0.855894,0.384317,0.007462,7.450316,4.229527,1.03,0.06,1.03,0.29,5825.0,121.08
Kepler-1391 b,,,54.409233,1.64595,0.252379,0.283813,0.004592,15.742276,4.988547,1.03,0.05,1.1,0.17,5840.0,90.4
Kepler-1431 b,,,5.866015,1.437463,0.406001,0.06429,0.001248,262.776124,148.977474,1.03,0.06,1.03,0.29,5806.0,100.35
Kepler-1444 b,,,33.42035,2.128762,0.406001,0.20508,0.002655,26.910971,6.389969,1.03,0.04,1.05,0.12,5810.0,85.52
Kepler-1528 b,,,1.79111,1.42649,0.241406,0.029152,0.000566,1323.54845,447.201478,1.03,0.06,1.03,0.17,5857.0,92.52
Kepler-1538 b,,,175.138819,2.765196,0.680326,0.618736,0.010012,2.898128,1.472495,1.03,0.06,1.03,0.26,5837.0,71.61
Kepler-1655 b,,,11.872879,2.161681,0.076811,0.103,0.001,128.715292,8.160049,1.03,0.04,1.03,0.02,6148.0,71.0
Kepler-1656 b,,,31.578659,4.915904,0.515731,0.197,0.021,30.301858,9.728495,1.03,0.04,1.1,0.13,5731.0,60.0
Kepler-501 b,,,5.640678,4.213632,0.680326,0.062633,0.001622,301.813006,108.563047,1.03,0.08,1.04,0.17,5904.0,207.83
Kepler-552 b,,,5.263416,3.862496,0.801029,0.059808,0.001161,321.897,138.648371,1.03,0.06,1.04,0.22,5863.0,103.85
Kepler-555 b,,,16.217754,2.765196,0.54865,0.126642,0.002869,73.324172,30.370315,1.03,0.07,1.04,0.21,5894.0,162.81
Kepler-634 b,,,5.169502,1.854437,0.296271,0.059095,0.001721,540.286968,171.304892,1.03,0.09,1.24,0.19,6075.0,86.22
Kepler-647 b,,,16.225465,1.141192,0.131676,0.126682,0.00246,84.414729,21.265863,1.03,0.06,1.07,0.13,6020.0,81.21
Kepler-666 b,,,4.498761,2.348222,0.570596,0.053866,0.001569,411.173485,202.56607,1.03,0.09,1.05,0.25,5887.0,179.03
Kepler-722 b,,,4.093573,2.578655,0.691299,0.050581,0.001146,458.756606,247.679813,1.03,0.07,1.05,0.28,5863.0,131.89
Kepler-722 c,,,105.144749,2.765196,0.54865,0.440327,0.009975,6.053441,3.268215,1.03,0.07,1.05,0.28,5863.0,131.89
Kepler-731 b,,,3.855604,13.584574,3.116332,0.048601,0.001416,501.582795,239.096276,1.03,0.09,1.06,0.24,5849.0,200.38
Kepler-771 b,,,8.734858,1.777626,0.307244,0.083834,0.00217,171.951297,61.996459,1.03,0.08,1.05,0.18,5906.0,193.81
Kepler-810 b,,,4.597254,1.887356,0.406001,0.054649,0.001061,370.004118,151.358,1.03,0.06,1.04,0.21,5803.0,112.28
Kepler-817 b,,,3.990106,8.844238,2.019032,0.049725,0.001931,456.152054,222.040308,1.03,0.12,1.03,0.23,5861.0,259.88
Kepler-825 b,,,3.773601,1.492328,0.384055,0.047909,0.001861,583.905907,321.069406,1.03,0.12,1.08,0.28,5976.0,247.56
Kepler-825 c,,,8.181825,1.799572,0.395028,0.080257,0.003117,208.073716,114.412449,1.03,0.12,1.08,0.28,5976.0,247.56
Kepler-836 b,,,11.361123,2.677412,0.625461,0.099892,0.00194,117.932761,54.945657,1.03,0.07,1.04,0.24,5895.0,83.11
Kepler-855 b,,,7.886631,8.174885,1.667896,0.078315,0.001774,180.652274,75.14117,1.03,0.07,1.03,0.21,5835.0,156.07
Kepler-897 b,,,8.047264,2.337249,0.647407,0.079375,0.001541,179.783768,101.311637,1.03,0.07,1.04,0.29,5839.0,143.96
Qatar-8 b,,,3.71495,14.100305,0.241406,0.0474,0.0008,745.972459,43.0843,1.03,0.05,1.31,0.02,5738.0,51.0
CoRoT-17 b,,,3.7681,11.19246,0.76811,0.0461,0.0008,1163.415051,127.792605,1.04,0.1,1.59,0.07,5740.0,80.0
HAT-P-5 b,,,2.78849,13.27733,1.0973,0.039285,0.003652,923.97268,235.370574,1.04,0.29,1.12,0.09,5960.0,100.0
HATS-18 b,,,0.83784,14.583117,0.822975,0.0174,0.00098,3044.729151,560.398653,1.04,0.05,1.02,0.06,5600.0,120.0
HATS-59 b,,,5.416081,12.355598,0.844921,0.06112,0.00076,269.604374,40.763876,1.04,0.04,1.04,0.07,5670.0,91.0
K2-113 b,,,5.817685,11.883759,0.340163,0.0642,0.0009,344.932209,28.668205,1.04,0.04,1.24,0.03,5660.0,87.0
KIC 8540376 b,,,31.8099,4.016118,2.150708,0.199078,0.012761,63.398498,57.362688,1.04,0.2,1.26,0.56,6474.0,267.0
KIC 8540376 c,,,75.2,2.348222,1.86541,0.353287,0.022647,20.131289,18.214704,1.04,0.2,1.26,0.56,6474.0,267.0
Kepler-1046 b,,,14.37508,1.678869,0.120703,0.117235,0.001503,86.6725,12.621117,1.04,0.04,1.04,0.07,5913.0,81.92
Kepler-109 b,,,6.48163,2.315303,0.065838,0.068935,0.001326,414.588647,36.363158,1.04,0.06,1.32,0.04,5952.0,75.0
Kepler-109 c,,,21.2227,2.468925,0.065838,0.152002,0.002923,85.269858,7.478934,1.04,0.06,1.32,0.04,5952.0,75.0
Kepler-1174 b,,,6.892252,1.558166,0.307244,0.071816,0.001611,234.579937,92.709407,1.04,0.07,1.04,0.2,5936.0,117.34
Kepler-1182 b,,,11.173946,2.359195,0.592542,0.099111,0.003494,124.535604,64.580732,1.04,0.11,1.05,0.26,5924.0,241.8
Kepler-1188 b,,,17.136954,2.040978,0.482812,0.131807,0.002957,71.229828,34.12279,1.04,0.07,1.06,0.25,5913.0,106.82
Kepler-1316 b,,,87.973214,3.467468,0.537677,0.392238,0.006286,8.80487,2.750774,1.04,0.05,1.12,0.17,5884.0,97.8
Kepler-1338 b,,,0.935118,0.899786,0.186541,0.018962,0.000486,3367.772914,1382.971058,1.04,0.08,1.05,0.21,5909.0,138.71
Kepler-1348 b,,,27.572274,1.898329,0.416974,0.18098,0.00406,36.319838,16.340752,1.04,0.07,1.04,0.23,5911.0,102.08
Kepler-1468 b,,,8.239849,1.689842,0.406001,0.080896,0.002074,183.046831,66.606666,1.04,0.08,1.05,0.18,5893.0,197.95
Kepler-1468 c,,,3.54553,1.130219,0.241406,0.046107,0.001182,563.481433,205.038348,1.04,0.08,1.05,0.18,5893.0,197.95
Kepler-1474 b,,,36.433345,2.117789,0.427947,0.217929,0.004889,24.360368,9.62656,1.04,0.07,1.04,0.2,5870.0,173.32
Kepler-1478 b,,,26.084059,1.689842,0.460866,0.174408,0.003913,40.435274,21.622092,1.04,0.07,1.06,0.28,5904.0,137.72
Kepler-1516 b,,,7.25932,1.711788,0.482812,0.074344,0.001668,226.754134,99.028885,1.04,0.07,1.07,0.23,5904.0,142.16
Kepler-1555 b,,,8.105016,1.580112,0.449893,0.080011,0.001539,187.228348,106.613755,1.04,0.06,1.06,0.3,5866.0,82.62
Kepler-1601 b,,,2.20922,0.801029,0.230433,0.033636,0.000755,1081.688804,632.206519,1.04,0.07,1.07,0.31,5869.0,118.62
Kepler-1615 b,,,47.312619,2.019032,0.570596,0.259398,0.004988,17.466726,8.078195,1.04,0.06,1.05,0.24,5865.0,105.58
Kepler-452 b,,,384.843,1.591085,0.230433,1.046,0.019,1.114454,0.310958,1.04,0.05,1.11,0.15,5757.0,85.0
Kepler-466 b,,,51.079263,2.787142,0.21946,0.272989,0.0035,16.448349,2.682768,1.04,0.04,1.05,0.08,5927.0,77.35
Kepler-466 c,,,3.709214,1.228976,0.098757,0.047516,0.000609,542.924339,88.552347,1.04,0.04,1.05,0.08,5927.0,77.35
Kepler-491 b,,,4.225385,8.734508,0.779083,0.051827,0.000498,345.468906,62.18131,1.04,0.03,1.03,0.09,5582.0,61.11
Kepler-51 b,,,45.154,6.945909,0.296271,0.2514,0.0097,16.520706,17.660525,1.04,0.12,0.94,0.5,6018.0,107.0
Kepler-51 c,,,85.312,8.811319,2.74325,0.384,0.015,7.081034,7.570071,1.04,0.12,0.94,0.5,6018.0,107.0
Kepler-51 d,,,130.194,9.491645,0.493785,0.509,0.02,4.030172,4.308643,1.04,0.12,0.94,0.5,6018.0,107.0
Kepler-545 b,,,13.249341,2.63352,0.296271,0.111031,0.001423,100.154881,23.217515,1.04,0.04,1.07,0.12,5882.0,77.41
Kepler-592 b,,,2.820192,2.337249,0.570596,0.039582,0.000761,760.308846,369.195291,1.04,0.07,1.04,0.25,5913.0,83.3
Kepler-60 b,,,7.1334,1.678869,0.131676,0.073482,0.001884,322.073824,58.109948,1.04,0.08,1.26,0.09,5905.0,144.0
Kepler-60 c,,,8.9187,1.86541,0.142649,0.085281,0.002187,239.119756,43.143018,1.04,0.08,1.26,0.09,5905.0,144.0
Kepler-60 d,,,11.8981,1.953194,0.153622,0.103348,0.00265,162.82236,29.377112,1.04,0.08,1.26,0.09,5905.0,144.0
Kepler-625 b,,,7.751925,1.953194,0.054865,0.07767,0.000498,154.575534,11.057021,1.04,0.02,0.96,0.03,5789.0,46.81
Kepler-625 c,,,4.165365,1.031462,0.043892,0.051335,0.000329,353.847447,25.311241,1.04,0.02,0.96,0.03,5789.0,46.81
Kepler-654 b,,,13.724651,2.030005,0.362109,0.113671,0.001822,101.651338,31.974694,1.04,0.05,1.11,0.17,5865.0,93.8
Kepler-66 b,,,17.815815,2.74325,0.153622,0.1352,0.0017,58.593937,5.930351,1.04,0.04,0.97,0.04,5962.0,79.0
Kepler-715 b,,,10.00653,3.675955,0.812002,0.092081,0.001771,136.542286,61.324909,1.04,0.06,1.04,0.23,5871.0,99.55
Kepler-745 b,,,9.931436,2.117789,0.570596,0.09162,0.002056,135.864906,74.075777,1.04,0.07,1.04,0.28,5849.0,158.12
Kepler-759 b,,,41.805985,2.227519,0.482812,0.238859,0.004593,20.140459,8.654379,1.04,0.06,1.04,0.22,5860.0,133.91
Kepler-773 b,,,3.7491,1.404544,0.087784,0.047856,0.000614,469.995469,54.02494,1.04,0.04,1.01,0.05,5850.0,76.73
Kepler-807 b,,,117.931088,10.20489,1.953194,0.476871,0.010699,5.635675,2.169897,1.04,0.07,1.06,0.2,5965.0,92.34
Kepler-840 b,,,2.49578,16.711879,3.796658,0.036485,0.000819,934.014775,431.029763,1.04,0.07,1.06,0.24,5920.0,159.58
Kepler-860 b,,,5.101379,3.171197,0.790056,0.058763,0.001318,340.057893,168.436568,1.04,0.07,1.06,0.26,5836.0,111.94
